Symbol,Desc,insCode,insID,groupCode
غمايه,شركت خميرمايه رضوي,59461185672081215,IRO3RAVZ0001,42 
گنگين,اقتصادي نگين گردشگري ايرانيان,59470107928175959,IRO7NITP0001,55 
وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,59486059679335017,IRO1PETR0001,44 
پرداخت,به پرداخت ملت,59607545337891226,IRO1PRKT0001,72 
آباد,توريستي ورفاهي آبادگران ايران,59612098290740355,IRO1ABAD0001,55 
وثوق,سرمايه گذاري وثوق امين,59839275647597021,IRO7VOSP0001,56 
گپارس,امور رفاهي كارگزاران پارس,59848307608894801,IRO7PBRP0001,55 
نوين,بيمه نوين,59866041653103343,IRO3BNOP0001,66 
ورازي,بيمه رازي,60079434631497942,IRO7RZIP0001,66 
تماوند,تامين سرمايه دماوند,60162288821230099,IRO3DIBZ0001,67 
شاوان,پالايش نفت لاوان,60247433951600827,IRO3PNLZ0001,23 
بهير,س. توسعه تجارت هيرمند,60289595205403229,IRO7HIRP0001,56 
كاوه,فولاد كاوه جنوب كيش,60350996279289099,IRO1KVEH0001,27 
بورس,بورس اوراق بهادار تهران,60523145697836739,IRO1BORS0001,67 
حكشتي,كشتيراني جمهوري اسلامي ايران,60610861509165508,IRO1KSHJ0001,60 
فلات,گروه صنايع معادن فلات ايرانيان,60633055620418060,IRO7FLTP0001,56 
سقاين,سيمان‌ قائن‌,60654872678917533,IRO1SGEN0001,53 
وهنر,گروه توسعه هنر ايران,60783654574662426,IRO7IADP0001,90 
ثجنوب,سرمايه گذاري مسكن جنوب,60887982279284651,IRO3MSJZ0001,70 
شپارس,بين‌ المللي‌ محصولات‌  پارس‌,61102694810476197,IRO1BMPS0001,44 
وبرق,س.کارکنان صنعت برق زنجان وقزوي,61298636307861167,IRO7SEIP0001,56 
دابور,داروسازي‌ ابوريحان‌,61332057061846617,IRO1DABO0001,43 
ولكار,ليزينگ كارآفرين,61469668095573716,IRO1LKAR0001,58 
وكغدير2,بين المللي توسعه ص. معادن غدير,61497037864214396,IRO1TMGD0002,39 
غشصفا,شيرپاستوريزه‌پگاه‌اصفهان‌,61506294208022391,IRO1SPPE0001,42 
سلار,شركت سيمان لارستان,61664227282090067,IRO7LARP0001,53 
غپونه,نوش پونه مشهد,61978776664766359,IRO3NPMP0001,42 
بكابل,سيم و كابل ابهر,62107151670661969,IRO3ABCZ0001,31 
شكلر,نيروكلر,62177651435283872,IRO1NKOL0001,44 
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,62258804563636993,IRO1GSKE0001,29 
كگاز,شيشه‌ و گاز,62346804681275278,IRO1SGAZ0001,54 
غكورش,صنعت غذايي كورش,62404730109947970,IRO1KRSH0001,42 
سايرا,ايرانيت‌,62558705479545830,IRO7IRNP0001,54 
ونيرو,سرمايه‌گذاري‌نيرو,62603302940123327,IRO1SNRO0001,40 
پاكشو,گروه صنعتي پاكشو,62786156501584862,IRO1PASH0001,44 
بالبر,كابل‌ البرز,62952165421099192,IRO1KALZ0001,31 
كي بي سي,شركت كي بي سي,62977319271289925,IRO3KBCZ0001,43 
دشيري,شيرين دارو,63084741752814852,IRO7DSHP0001,43 
ثنور,سرمايه گذاري كوه نور,63315013743060811,IRO7NORP0001,70 
لابسا,آبسال‌,63363116407864462,IRO1ASAL0001,29 
قنيشا,قند  نيشابور,63380098535169030,IRO1GNBO0001,38 
كقزوي,شيشه‌ قزوين‌,63499217872110599,IRO7SHQP0001,54 
پاسا,ايران‌ياساتايرورابر,63580313877463104,IRO1YASA0001,25 
حبندر,دريايي و کشتيراني خط دريابندر,63704201144621295,IRO7BNDP0001,60 
اپرداز,آتيه داده پرداز,63830424809501048,IRO3APDZ0001,73 
خشرق,الكتريك‌ خودرو شرق‌,63915926161403347,IRO1KHSH0001,34 
وتجارت,بانك تجارت,63917421733088077,IRO1BTEJ0001,57 
فنرژي,گسترش صنايع انرژي آذرآب,63965059137798192,IRO7FNRP0001,28 
ساذري,آذريت‌,64155926828410021,IRO7AZRP0001,54 
ساينا,صنايع بهداشتي ساينا,64298008532791199,IRO3SYNZ0001,44 
سدبير,س. تدبيرگران فارس وخوزستان,64341992373049080,IRO3DBRZ0001,56 
چفيبر,فيبر ايران‌,64358061873294912,IRO1FIBR0001,20 
فجوش,جوش‌ و اكسيژن‌ ايران‌,64485827086284311,IRO7JSHP0001,28 
بپيوند,برق و انرژي پيوندگستر پارس,64619251116188373,IRO3PGRZ0001,40 
نطرين,عطرين نخ قم,64699417405634265,IRO3ANQZ0001,17 
ثعتما,س. ساختماني اعتماد گستر,64707090254488560,IRO7ETMP0001,70 
خكاوه,سايپا ديزل,64842837716888827,IRO7SDLP0001,34 
غگلستا,شير پاستوريزه پگاه گلستان,64843936383937546,IRO3PGLZ0001,42 
شكربن2,كربن‌ ايران‌,64947825803878760,IRO1CRBN0002,44 
وكبهمن,مديريت سرمايه گذاري كوثربهمن,64973252728260903,IRO3KBIZ0001,56 
فايرا,آلومينيوم‌ايران‌,65004959184388996,IRO1ALIR0001,27 
